Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Package Type (product.metafields.custom.box_package_type),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Included / Rest Of the World,Price / Rest Of the World,Compare At Price / Rest Of the World,Included / Saudi,Price / Saudi,Compare At Price / Saudi,Status
omnia-lisa-green-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Green,,,Adjustable Ring,,,18cm,,999017081C3B18,0.0,shopify,2,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.45.58.jpg?v=1779724195,2,Omnia Lisa Green Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-ranim-white-and-yellow-floral-drop-earrings-with-high-quality-simulated-diamonds-in-925-silver-1,Omnia Ranim White Floral Drop Earrings With High Quality Simulated Diamonds In 925 Silver,"<p class=""p1""><b>Omnia Ranim White Floral Drop Earrings With High Quality Simulated Diamonds in 925 Silver</b><b></b></p>
<p class=""p1"">Celebrate feminine elegance with the <b>Omnia Ranim White Floral Drop Earrings</b>, a beautifully crafted design inspired by delicate floral artistry. Featuring a graceful drop silhouette with intricate white floral detailing, these earrings add a soft, romantic charm to both traditional and contemporary looks.</p>
<p class=""p1"">Embellished with <b>high quality simulated diamonds</b>, each stone is precision-cut to deliver exceptional brilliance and a radiant diamond-like sparkle. The floral motif enhances the light-reflecting beauty of the stones, creating a luminous effect with every movement.</p>
<p class=""p1"">Crafted in <b>925 sterling silver</b>, the Omnia Ranim earrings offer durability, long-lasting shine, and skin-friendly comfort. Designed to suit the refined tastes of the GCC audience, they pair effortlessly with abayas, sarees, gowns, and elegant evening wear.</p>
<p class=""p1"">Perfect for weddings, festive occasions, formal events, or thoughtful gifting, the <b>Omnia Ranim White Floral Drop Earrings</b> bring timeless beauty and sophistication to your jewelry collection.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Elegant white floral drop earrings with a feminine silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality simulated diamonds</li>
<li class=""li1"">
<span class=""s1""></span>Brilliant diamond-like sparkle and refined clarity</li>
<li class=""li1"">
<span class=""s1""></span>Crafted in premium 925 sterling silver</li>
<li class=""li1"">
<span class=""s1""></span>Smooth polished finish for lasting shine</li>
<li class=""li1"">
<span class=""s1""></span>Lightweight and comfortable for extended wear</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for occasions, festive wear, and gifting</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Earrings,Earrings,"Earrings, New, Royals, Silver Earrings, Silvers",false,Color,White,,,,,,,,SS-B2383E,0.0,shopify,0,deny,manual,1190.00,1350.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1419.42.04.jpg?v=1779724193,1,Omnia Ranim White Floral Drop Earrings With High Quality Simulated Diamonds In 925 Silver - OMNIASTORES UAE,false,,,,,,,,,,,,,,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,archived
omnia-ranim-white-and-yellow-floral-drop-earrings-with-high-quality-simulated-diamonds-in-925-silver-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/ranim.jpg?v=1779724193,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-ranim-white-and-yellow-floral-drop-earrings-with-high-quality-simulated-diamonds-in-925-silver-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1419.42.08.jpg?v=1779724193,3,Omnia Ranim White Floral Drop Earrings With High Quality Simulated Diamonds In 925 Silver - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-ranim-white-and-yellow-floral-drop-earrings-with-high-quality-simulated-diamonds-in-925-silver-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1419.42.11.jpg?v=1779724193,4,Omnia Ranim White Floral Drop Earrings With High Quality Simulated Diamonds In 925 Silver - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-charlotte-red-luxry-bridal-full-set-with-emerald-and-pear-cut-high-quality-simulated-diamonds-rhodium-plated,Omnia Charlotte Red Luxry Bridal Full Set with Emerald and Pear-Cut High-Quality Simulated Diamonds Rhodium Plated,"<p class=""p1""><b>The Omnia Charlotte Red Luxury Bridal Full Set</b> is a captivating jewelry collection crafted to bring elegance, passion, and sophistication to every bride. Featuring deep red emerald stones paired with pear-cut high-quality simulated diamonds, this luxurious set is meticulously designed in rhodium-plated metal for lasting brilliance and shine. Perfect for weddings, receptions, and special celebrations, the Charlotte Red set adds a regal and glamorous touch to any bridal ensemble.</p>
<p class=""p1""><b>Design &amp; Details:</b><b></b></p>
<ul class=""ul1"">
<li class=""li1"">
<b>Style:</b> Luxury bridal full set with striking red emeralds and pear-cut simulated diamonds</li>
<li class=""li1"">
<b>Stones:</b> High-quality simulated diamonds combined with vivid red emerald stones for exceptional sparkle</li>
<li class=""li1"">
<b>Material:</b> Rhodium-plated metal for durability, tarnish resistance, and long-lasting shine</li>
<li class=""li1"">
<b>Design:</b> Intricate, elegant, and crafted to create a stunning bridal statement</li>
<li class=""li1"">
<b>Finish:</b> Polished surface for a luminous, mirror-like glow</li>
</ul>
<p class=""p1""><b>Key Features:</b><b></b></p>
<ul class=""ul1"">
<li class=""li1"">
<b>Set Includes:</b> Necklace, earrings, bracelet, and ring</li>
<li class=""li1"">
<b>Material:</b> Rhodium-plated metal (hypoallergenic &amp; tarnish-resistant)</li>
<li class=""li1"">
<b>Stone Type:</b> High-quality simulated diamonds + vibrant red emerald stones</li>
<li class=""li1"">
<b>Color:</b> Bold red emerald paired with sparkling diamonds for a luxurious and striking look</li>
<li class=""li1"">
<b>Style:</b> Perfect for weddings, formal events, and festive celebrations</li>
<li class=""li1"">
<b>Ideal For:</b> Brides seeking a complete, luxurious jewelry set or gifting a memorable bridal ensemble</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Luxury Sets, New",true,Color,Red,,Ring size,Adjustable Ring,,Bracelet Size,18cm,,888907C2B18,0.0,shopify,3,deny,manual,880.00,990.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2025-11-23-17.44.19.jpg?v=1779724192,1,Omnia Charlotte Red Luxry Bridal Full Set with Emerald and Pear-Cut High-Quality Simulated Diamonds Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,red,,,metal; platinum,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-charlotte-red-luxry-bridal-full-set-with-emerald-and-pear-cut-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,Red,,,Adjustable Ring,,,16cm,,888907C2B16,0.0,shopify,6,deny,manual,880.00,990.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2025-11-23-17.44.29.jpg?v=1779724192,2,Omnia Charlotte Red Luxry Bridal Full Set with Emerald and Pear-Cut High-Quality Simulated Diamonds Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-charlotte-red-luxry-bridal-full-set-with-emerald-and-pear-cut-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/char2.jpg?v=1779724191,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-charlotte-red-luxry-bridal-full-set-with-emerald-and-pear-cut-high-quality-simulated-diamonds-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/char3.jpg?v=1779724192,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-lisa-blue-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Lisa Blue Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Lisa Blue Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Exude elegance and sophistication with the <b>Omnia Lisa Blue Luxury Bridal Long Chain Full Set</b>, a stunning jewelry ensemble crafted for brides who cherish timeless beauty and refined luxury. Featuring a flowing long-chain design in captivating blue tones, this exquisite set adds a graceful and regal touch to weddings, receptions, and festive celebrations.</p>
<p class=""p1"">Adorned with high quality blue zircon stones, each stone is precision-cut to maximize brilliance, clarity, and a dazzling diamond-like sparkle. The elegant long-chain silhouette allows the stones to catch light with every movement, creating a luminous and elongated bridal look that complements both classic and contemporary wedding styles—perfectly suited for GCC bridal occasions.</p>
<p class=""p1"">Finished with premium rhodium plating, the Lisa bridal set offers a mirror-like shine while ensuring excellent resistance to tarnishing and fading. This high-quality finish guarantees lasting beauty and comfortable wear, ideal for extended ceremonies and grand celebrations in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and special occasions, the <b>Omnia Lisa Blue Luxury Bridal Long Chain Full Set</b> pairs beautifully with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and meaningful gift for brides and cherished milestones.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury blue bridal long chain full set with a graceful, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Adorned with high quality blue zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a radiant and elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Blue,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999017081C4B16,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.28.13.jpg?v=1779724187,1,Omnia Lisa Blue Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,blue,,,rhodium-plated-1,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-lisa-blue-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Blue,,,Adjustable Ring,,,18cm,,999017081C4B18,0.0,shopify,2,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.28.17.jpg?v=1779724187,2,Omnia Lisa Blue Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-lisa-white-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Lisa White Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Lisa White Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Elevate your bridal elegance with the Omnia Lisa White Luxury Bridal Long Chain Full Set, a sophisticated jewelry ensemble designed for brides who appreciate timeless beauty and modern refinement. Featuring a graceful long-chain silhouette adorned with pristine white tones, this exquisite set adds radiant charm and a touch of luxury to your most memorable celebrations.</p>
<p class=""p1"">Adorned with high quality white zircon stones, each stone is precision-cut to deliver exceptional brilliance, clarity, and a dazzling diamond-like sparkle. The luminous white stones capture light with every movement, creating a graceful and elongated bridal look that perfectly complements both classic and contemporary wedding styles across the GCC.</p>
<p class=""p1"">Finished with premium rhodium plating, the Lisa bridal set offers a smooth, mirror-like shine while providing superior resistance to tarnishing and fading. This durable, high-quality finish ensures lasting beauty and comfort, making it ideal for extended wear during weddings, receptions, and festive occasions in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and special celebrations, the Omnia Lisa White Luxury Bridal Long Chain Full Set pairs effortlessly with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and thoughtful gift for brides and cherished milestones.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury white bridal long chain full set with a refined, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Adorned with high quality white zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a graceful, elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>
<p class=""p2""> </p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",false,Color,White,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999017081C1B16,0.0,shopify,11,deny,manual,850.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.18.59.jpg?v=1779724186,1,Omnia Lisa White Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,white-1,,,platinum-plated,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-lisa-white-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,White,,,Adjustable Ring,,,18cm,,999017081C1B18,0.0,shopify,6,deny,manual,850.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.19.02.jpg?v=1779724186,2,Omnia Lisa White Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-lisa-red-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Lisa Red Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Lisa Red Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Make a bold and elegant statement with the <b>Omnia Lisa Red Luxury Bridal Long Chain Full Set</b>, a luxurious jewelry ensemble designed for brides who love timeless beauty with a touch of vibrant sophistication. Featuring a flowing long-chain design in rich red tones, this exquisite set adds a regal and captivating charm to weddings, receptions, and festive celebrations.</p>
<p class=""p1"">Adorned with high quality red zircon stones, each stone is precision-cut to enhance brilliance, clarity, and a dazzling diamond-like sparkle. The elegant long-chain silhouette allows the stones to catch light with every movement, creating a radiant and elongated bridal look that complements both traditional and modern wedding styles—perfectly suited for GCC bridal occasions.</p>
<p class=""p1"">Finished with premium rhodium plating, the Lisa bridal set delivers a mirror-like shine while providing excellent resistance to tarnishing and fading. This durable, high-quality finish ensures long-lasting beauty and comfort, making it ideal for extended ceremonies, receptions, and grand celebrations in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and special occasions, the <b>Omnia Lisa Red Luxury Bridal Long Chain Full Set</b> pairs effortlessly with bridal gowns, couture ensembles, and traditional attire. It also makes a luxurious and meaningful gift for brides and cherished milestones.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury red bridal long chain full set with a graceful, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Adorned with high quality red zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a radiant and elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Red,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999017081C2B16,0.0,shopify,1,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.38.09.jpg?v=1779724187,1,Omnia Lisa Red Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,red,,,metal,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-lisa-red-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Red,,,Adjustable Ring,,,18cm,,999017081C2B18,0.0,shopify,1,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.38.12.jpg?v=1779724187,2,Omnia Lisa Red Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-reyna-green-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Reyna Green Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Reyna Green Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Celebrate timeless elegance with the <b>Omnia Reyna Green Luxury Bridal Long Chain Full Set</b>, a luxurious jewelry ensemble designed for brides who appreciate sophistication, vibrant color, and lasting brilliance. Featuring a flowing long-chain silhouette adorned with rich green tones, this exquisite set adds a regal and modern touch to your most special occasions.</p>
<p class=""p1"">Adorned with high quality green zircon stones, each stone is expertly precision-cut to deliver exceptional sparkle, clarity, and a dazzling diamond-like brilliance. The long-chain design ensures the stones catch light beautifully with every movement, creating a radiant and elongated bridal look that complements both contemporary and traditional wedding styles—perfectly suited for GCC bridal celebrations.</p>
<p class=""p1"">Finished with premium rhodium plating, the Reyna bridal set provides a mirror-like shine while offering superior resistance to tarnishing and fading. This durable, high-quality finish guarantees long-lasting beauty and comfort, making it ideal for extended wear during weddings, receptions, and festive occasions in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and grand celebrations, the <b>Omnia Reyna Green Luxury Bridal Long Chain Full Set</b> pairs effortlessly with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and thoughtful gift for brides and milestone celebrations.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury green bridal long chain full set with a graceful, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality green zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a radiant and elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Green,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999015254C3B16,0.0,shopify,6,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.12.382.jpg?v=1779724184,1,Omnia Reyna Green Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,green,,,metal,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-reyna-green-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Green,,,Adjustable Ring,,,18cm,,999015254C3B18,0.0,shopify,3,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.12.41.jpg?v=1779724184,2,Omnia Reyna Green Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-reyna-white-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Reyna White Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Reyna White Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Step into timeless bridal elegance with the <b>Omnia Reyna White Luxury Bridal Long Chain Full Set</b>, a stunning jewelry ensemble designed for brides who cherish sophistication, grace, and radiant brilliance. Featuring a flowing long-chain silhouette in pristine white tones, this exquisite set elevates every bridal look with refined luxury.</p>
<p class=""p1"">Adorned with high quality white zircon stones, each stone is meticulously precision-cut to deliver exceptional sparkle, clarity, and a dazzling diamond-like brilliance. The elegant long-chain design allows the stones to catch light beautifully with every movement, creating a luminous and elongated bridal appearance that complements both classic and contemporary wedding styles—perfectly suited for GCC celebrations.</p>
<p class=""p1"">Finished with premium rhodium plating, the Reyna bridal set provides a mirror-like shine while ensuring superior resistance to tarnishing and fading. This durable, high-quality finish guarantees long-lasting beauty and comfort, making it ideal for extended wear during weddings, receptions, and grand festive occasions in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and other celebratory events, the <b>Omnia Reyna White Luxury Bridal Long Chain Full Set</b> pairs effortlessly with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and thoughtful gift for brides and milestone celebrations.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury white bridal long chain full set with a graceful, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality white zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a luminous and elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",false,Color,White,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999015254C1B16,0.0,shopify,0,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1416.54.182.jpg?v=1779724179,1,Omnia Reyna White Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,white-1,,,metal,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,archived
omnia-reyna-white-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,White,,,Adjustable Ring,,,18cm,,999015254C1B18,0.0,shopify,0,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1416.54.202.jpg?v=1779724179,2,Omnia Reyna White Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
